,Long,Lat,OBS,Species,mTcm,mTcm70,Pwq,Pwq70,Pop,CTI,nLmic,NN,CoH
217,132.4512,-14.16525,1,Lmic,1.31,1.67,0.729,0.813,4.67E-05,1.479575348,7.463196087,0.01,4.886351962
218,126.7567,-14.0256,1,Lmic,1.8,2.09,0.76,0.726,7.93E-05,1.51779213,34.36699127,0.03,4.242258485
219,136.6,-14.02,1,Lmic,1.74,2.04,0.79,0.634,0.001012929,1.408054543,10.09184597,0.01,4.554352676
220,130.7235,-14.01478,1,Lmic,1.43,1.77,0.821,0.864,0.000102897,1.156834316,25.89438482,0.03,5.056616138
221,136.45694,-13.97648,1,Lmic,1.79,2.09,0.785,0.632,0.001012929,1.514760971,12.35022035,0.01,4.548210366
222,136.6009828,-13.9320323,1,Lmic,1.79,2.09,0.764,0.616,0.001012929,1.463023853,10.09184597,0.01,4.583985459
223,129.7853,-13.93559,1,Lmic,1.64,1.95,0.793,0.8,0.000102898,1.766061783,38.48313617,0.04,4.966276769
224,132.59372,-13.91552,1,Lmic,1.37,1.73,0.781,0.851,4.67E-05,1.752251244,26.50031205,0.03,4.920487421
225,130.2303,-13.89119,1,Lmic,1.51,1.83,0.838,0.857,0.000102898,1.327459049,29.36510209,0.03,5.027636899
226,136.8,-13.86667,1,Lmic,1.83,2.12,0.773,0.625,0.001012929,1.506634998,23.38814268,0.02,4.63470857
227,132.9512,-13.84858,1,Lmic,1.37,1.73,0.783,0.84,6.06E-05,1.281133556,21.20870524,0.02,4.867630345
228,132.37858,-13.81658,1,Lmic,1.37,1.72,0.8,0.871,5.29E-05,1.258363914,7.475938464,0.01,4.98665841
229,130.0425,-13.71129,1,Lmic,1.6,1.91,0.838,0.845,0.000102897,1.534063339,29.36510209,0.03,5.01644439
230,131.75,-13.7667,1,Lmic,1.4,1.75,0.77,0.847,0.000102898,1.37898941,38.36245738,0.04,5.075188176
231,133.12168,-13.76598,1,Lmic,1.41,1.77,0.79,0.832,7.09E-05,1.445978069,21.20870524,0.02,4.854870074
232,132.40539,-13.75678,1,Lmic,1.41,1.76,0.803,0.872,6.06E-05,1.301456928,7.475938464,0.01,4.996254331
233,131.43454,-13.63192,1,Lmic,1.47,1.81,0.786,0.829,0.000102898,1.304594612,26.25195309,0.03,5.082733797
234,130.81939,-13.61188,1,Lmic,1.48,1.81,0.858,0.877,0.000102898,1.398341274,9.309686685,0.01,5.082165011
235,131.20122,-13.5986,1,Lmic,1.48,1.82,0.809,0.838,0.000102898,1.976098442,26.25195309,0.03,5.084140195
236,132.2512,-13.58191,1,Lmic,1.43,1.78,0.837,0.892,6.06E-05,1.452441311,26.38127923,0.03,5.06940938
237,130.83454,-13.53193,1,Lmic,1.51,1.84,0.852,0.867,0.000102898,1.337148762,9.309686685,0.01,5.087222268
238,27.79825,-13.45302,1,Lmic,0.67,0.96,0.741,0.497,0.009326719,1.530437374,380.7319028,0.38,2.150223983
239,135.53806,-13.20417,1,Lmic,1.66,1.97,0.783,0.674,0.00016785,1.648014641,35.53519291,0.04,4.672843299
240,131.08454,-13.24859,1,Lmic,1.56,1.89,0.843,0.837,0.000889165,1.426336288,24.03629151,0.02,5.105731549
241,132.87146,-13.31933,1,Lmic,1.49,1.83,0.898,0.914,6.06E-05,1.608853531,9.96358748,0.01,5.01383579
242,132.78453,-13.29859,1,Lmic,1.57,1.91,0.881,0.898,6.06E-05,1.568720627,9.96358748,0.01,5.035878428
243,131.95,-13.25,1,Lmic,1.55,1.89,0.829,0.843,6.28E-05,1.416973019,50.66613494,0.05,5.108134301
244,130.6918,-13.2079,1,Lmic,1.6,1.92,0.898,0.881,0.000156459,1.423547935,16.1846249,0.02,5.107096152
245,130.71056,-13.0675,1,Lmic,1.61,1.92,0.92,0.889,0.000156459,1.424955559,16.1846249,0.02,5.115952583
246,134.20116,-13.15697,1,Lmic,1.56,1.89,0.809,0.778,7.09E-05,1.515895462,90.84024396,0.09,4.794035373
247,135.89286,-13.14276,1,Lmic,1.83,2.13,0.762,0.639,0.00016785,1.562917042,39.85644537,0.04,4.745334702
248,130.40329,-13.09569,1,Lmic,1.66,1.96,0.925,0.906,0.000156459,1.360155392,23.71806006,0.02,5.109222419
249,131.01788,-13.0486,1,Lmic,1.57,1.89,0.879,0.854,0.000999963,1.440473175,24.03629151,0.02,5.118066046
250,130.22109,-12.98809,1,Lmic,1.72,2.01,0.942,0.913,0.000156459,1.459818268,23.71806006,0.02,5.093350268
251,136.18576,-12.94216,1,Lmic,1.87,2.15,0.779,0.642,0.00016785,1.777440071,39.85644537,0.04,4.855284462
252,135.45944,-12.90278,1,Lmic,1.76,2.06,0.797,0.683,0.00016785,1.496783638,12.3615243,0.01,4.762135512
253,135.35,-12.88444,1,Lmic,1.73,2.03,0.799,0.688,0.00016785,1.466019917,12.3615243,0.01,4.752190599
254,132.81787,-12.86525,1,Lmic,1.71,2.03,0.953,0.935,6.06E-05,1.187135983,49.66347766,0.05,5.134578461
255,130.71798,-12.85789,1,Lmic,1.69,1.99,0.958,0.916,0.000156459,1.430649853,23.95811357,0.02,5.129111009
256,133.36786,-12.83191,1,Lmic,1.64,1.96,0.922,0.897,7.09E-05,1.416202354,6.250618904,0.01,5.037281369
257,133.35,-12.78,1,Lmic,1.65,1.97,0.925,0.9,7.09E-05,1.258289623,6.250618904,0.01,5.053576323
258,143.0833,-12.7333,1,Lmic,1.89,2.1,1.147,1.07,6.27E-05,1.651514816,13.53539267,0.01,5.314099975
259,135.06016,-12.74407,1,Lmic,1.78,2.08,0.79,0.691,0.00016785,1.829913521,31.01784237,0.03,4.75645979
260,141.9236,-12.68917,1,Lmic,1.88,2.09,1.286,1.202,6.27E-05,1.512524128,116.7190711,0.12,5.300801743
261,135.83436,-12.60806,1,Lmic,1.87,2.15,0.832,0.685,0.00016785,1.803147507,11.43450649,0.01,4.915751787
262,130.72118,-12.62958,1,Lmic,1.75,2.04,1.014,0.959,0.000156459,1.644620132,26.05968904,0.03,5.143427507
263,131.04951,-12.49003,1,Lmic,1.74,2.03,0.994,0.913,0.004865135,1.568125916,17.98245896,0.02,5.15316176
264,130.88528,-12.43861,1,Lmic,1.82,2.11,1.087,0.995,0.089607254,1.413646793,5.82916963,0.01,5.155891388
265,135.59466,-12.45946,1,Lmic,1.85,2.13,0.852,0.704,0.00016785,1.501242161,20.87946004,0.02,4.930306547
266,135.90116,-12.5319,1,Lmic,1.89,2.16,0.842,0.69,0.00016785,1.544874477,11.43450649,0.01,4.951032117
267,135.19996,-12.50887,1,Lmic,1.81,2.1,0.811,0.693,0.00016785,1.418279648,31.01784237,0.03,4.855702219
268,132.3012,-12.49859,1,Lmic,1.74,2.04,0.927,0.868,6.06E-05,1.538952923,25.79465243,0.03,5.156185159
269,135.77395,-12.40566,1,Lmic,1.88,2.14,0.867,0.706,0.00016785,1.697965622,20.19095992,0.02,4.974633055
270,134.90816,-12.48637,1,Lmic,1.77,2.06,0.794,0.688,0.00016785,1.308120441,21.15760655,0.02,4.820166912
271,136.01426,-12.46528,1,Lmic,1.91,2.17,0.84,0.679,0.00016785,1.49394598,14.70425401,0.01,4.989898659
272,136.87675,-12.40575,1,Lmic,1.94,2.19,0.804,0.63,0.00016785,1.577250481,5.642882714,0.01,5.135688732
273,132.95,-12.4167,1,Lmic,1.81,2.11,0.984,0.928,6.06E-05,1.517515182,14.69232606,0.01,5.163028452
274,130.91788,-12.39859,1,Lmic,1.81,2.1,1.051,0.958,0.128475494,1.361722946,5.82916963,0.01,5.158497103
275,136.82976,-12.38718,1,Lmic,1.91,2.16,0.806,0.632,0.00016785,1.336690044,5.642882714,0.01,5.135079935
276,135.0833,-12.25,1,Lmic,1.84,2.12,0.802,0.676,0.00016785,1.466391357,28.67656104,0.03,4.925044426
277,136.71782,-12.36524,1,Lmic,1.92,2.17,0.812,0.636,0.00016785,1.440651035,12.70950009,0.01,5.12614135
278,134.11785,-12.36526,1,Lmic,1.76,2.06,0.829,0.744,7.09E-05,1.696968079,29.23986335,0.03,5.005187309
279,134.8345,-12.31525,1,Lmic,1.79,2.08,0.788,0.669,0.00016785,1.417232513,21.15760655,0.02,4.876304724
280,132.69496,-12.33288,1,Lmic,1.81,2.1,0.967,0.891,6.06E-05,1.805695534,19.20669901,0.02,5.167618382
281,132.8667,-12.3167,1,Lmic,1.83,2.12,0.979,0.904,6.06E-05,1.468309975,14.69232606,0.01,5.169079867
282,136.51845,-12.31216,1,Lmic,1.89,2.14,0.835,0.654,0.00016785,1.362391472,23.00322289,0.02,5.114869868
283,132.18348,-12.30366,1,Lmic,1.76,2.05,0.918,0.841,6.06E-05,1.455054951,25.79465243,0.03,5.168078511
284,17.54468,-12.29529,1,Lmic,0.7,1.03,0.615,0.613,0.020748619,1.504928303,830.1491643,0.83,1.073719151
285,135.44415,-12.15417,1,Lmic,1.89,2.16,0.891,0.724,0.00016785,1.57773428,38.6089836,0.04,5.010297135
286,134.18333,-12.11667,1,Lmic,1.77,2.05,0.828,0.715,7.09E-05,1.466391357,29.23986335,0.03,5.053481229
287,142.5,-11.8333,1,Lmic,2.01,2.21,1.184,1.094,6.27E-05,1.428529358,43.00383019,0.04,5.351541245
288,130.17089,-11.81069,1,Lmic,1.84,2.09,1.109,0.989,0.000286075,1.466391357,5.211097338,0.01,5.173988677
289,130.2142,-11.7933,1,Lmic,1.84,2.09,1.109,0.987,0.000286075,1.477245712,5.211097338,0.01,5.180976542
290,130.91787,-11.61527,1,Lmic,1.82,2.07,1.051,0.904,0.000286075,1.4128232,12.80848474,0.01,5.207574109
291,133.1667,-11.7667,1,Lmic,1.96,2.23,0.851,0.745,7.09E-05,1.858533096,6.475718589,0.01,5.204310329
292,130.75,-11.6833,1,Lmic,1.81,2.06,1.095,0.95,0.000286075,1.480612659,12.95622298,0.01,5.202804917
293,133.2,-11.72,1,Lmic,1.97,2.23,0.843,0.731,7.09E-05,1.466391357,6.475718589,0.01,5.20732065
294,142.8167,-11.6167,1,Lmic,2.05,2.25,1.139,1.052,6.27E-05,1.438217163,43.00383019,0.04,5.354388918
295,130.51669,-11.60198,1,Lmic,1.85,2.09,1.12,0.982,0.000286075,1.348998165,23.21224825,0.02,5.207185111
296,130.76869,-11.57078,1,Lmic,1.85,2.09,1.076,0.929,0.000286075,1.448131466,12.95622298,0.01,5.209911076
297,130.3114,-11.4195,1,Lmic,1.85,2.09,1.133,0.991,0.000286075,1.636034203,26.59351326,0.03,5.217980006
298,133.06786,-11.54859,1,Lmic,1.97,2.22,0.856,0.719,7.09E-05,1.466391357,24.4112102,0.02,5.217725071
299,130.99758,-11.53398,1,Lmic,1.85,2.09,1.031,0.885,0.000286075,1.465031815,12.80848474,0.01,5.212905511
300,153.4333,-11.5167,1,Lmic,2.17,2.35,0.787,0.72,0.01421953,1.064524364,84.77573896,0.08,3.498242175
301,131.43,-11.46676,1,Lmic,1.86,2.1,0.912,0.778,0.000286075,1.478054619,12.91997067,0.01,5.218388273
302,131.31668,-11.44218,1,Lmic,1.85,2.09,0.941,0.805,0.000286075,1.472874546,12.91997067,0.01,5.219598661
303,130.54948,-11.40019,1,Lmic,1.86,2.1,1.113,0.963,0.000286075,1.330875683,23.21224825,0.02,5.219928629
304,154.18,-11.37,1,Lmic,2.11,2.29,1.034,0.955,0.014219529,1.201073933,84.77573896,0.08,3.381032501
305,130.93583,-11.35111,1,Lmic,1.87,2.11,1.024,0.877,0.000286075,1.487317276,21.87777691,0.02,5.224177188
306,132.03007,-11.34638,1,Lmic,1.9,2.14,0.857,0.706,7.09E-05,1.435442448,20.53201037,0.02,5.227629771
307,132.33452,-11.31526,1,Lmic,1.95,2.19,0.89,0.715,7.09E-05,1.389267731,33.68702569,0.03,5.230413487
308,131.88057,-11.24045,1,Lmic,1.93,2.16,0.837,0.688,7.09E-05,1.729578972,20.53201037,0.02,5.23384921
309,142.6333,-11.2167,1,Lmic,2.11,2.31,1.167,1.068,6.27E-05,1.527579403,41.7764837,0.04,5.353598346
310,142.1633,-11.2,1,Lmic,2.12,2.31,1.167,1.06,6.27E-05,1.451889896,42.96945004,0.04,5.373355399
311,136.7009776,-11.18204051,1,Lmic,2,2.2,0.883,0.629,0.00016785,1.357745266,130.0943847,0.13,4.741913593
312,132.57737,-11.13816,1,Lmic,1.98,2.21,0.911,0.716,7.09E-05,1.386942673,33.68702569,0.03,5.242160268
313,142.4178,-10.91517,1,Lmic,2.16,2.35,1.182,1.075,0.004912921,1.450100708,4.699761063,0,5.356326805
314,142.3877,-10.8861,1,Lmic,2.15,2.34,1.182,1.074,0.004912921,1.588198948,4.699761063,0,5.356990529
315,25.46667,-10.73333,1,Lmic,0.92,1.25,0.62,0.507,0.023565729,1.745368385,72.06695374,0.07,1.4204853
316,29.58333,-10.6,1,Lmic,0.99,1.3,0.818,0.603,0.009016544,1.801561356,380.7319028,0.38,2.531937396
317,150.25,-10.37,1,Lmic,2.2,2.38,0.739,0.846,0.01421953,1.372962856,100.6580885,0.1,4.159805908
318,25.4,-10.1,1,Lmic,1.19,1.53,0.572,0.454,0.009635756,2.146603012,72.06695374,0.07,1.277808688
319,150.52,-9.52,1,Lmic,2.18,2.37,0.774,0.811,0.01421953,1.400435543,100.6580885,0.1,4.016541729
320,147.45,-9.4,1,Lmic,1.84,2.06,0.885,0.959,0.005967448,1.278387547,58.61870626,0.06,4.866165054
321,33.61667,-9.28333,1,Lmic,1.17,1.46,1.152,0.697,0.122339607,1.369912052,364.2359179,0.36,2.716043964
322,147.02,-9.1,1,Lmic,2.15,2.37,0.681,0.755,0.005967448,1.622385406,58.61870626,0.06,4.902175316
323,147.88,-8.57,1,Lmic,2.09,2.31,1.167,1.352,0.005544471,1.364974308,105.0796998,0.11,4.692757286
324,140.33,-8.47,1,Lmic,2.06,2.27,0.732,0.684,0.020952669,1.466391357,96.89760637,0.1,4.411981066
325,113.25,-7.98,1,Lmic,1.66,1.89,1.17,1.127,0.84437384,1.367880726,304.6671312,0.3,2.894492686
326,141,-7.92,1,Lmic,2.1,2.32,0.829,0.826,0.001576261,1.45046072,96.89760637,0.1,4.251983536
327,110.5311,-7.66979,1,Lmic,1.96,2.18,0.968,0.981,1.339452759,1.387631989,27.52105119,0.03,2.854413098
328,146.75,-7.66667,1,Lmic,1.35,1.56,0.768,0.866,0.014855171,1.307885265,37.94847282,0.04,4.773899428
329,110.48,-7.43,1,Lmic,1.28,1.5,1.328,1.399,0.505580627,1.204732132,27.52105119,0.03,2.748423787
330,146.72,-7.33,1,Lmic,1.62,1.84,0.528,0.581,0.01485517,1.252125072,19.26577645,0.02,4.738135146
331,147.15,-7.3,1,Lmic,2.09,2.31,0.864,0.861,0.01485517,1.466391357,47.98565179,0.05,4.661627907
332,146.66667,-7.16667,1,Lmic,1.59,1.81,0.544,0.608,0.014855171,1.412640381,19.26577645,0.02,4.726208785
333,109.75,-7.15,1,Lmic,1.27,1.49,1.639,1.693,0.057281277,1.052447414,87.12719723,0.09,2.777500605
334,107.02,-7.03,1,Lmic,1.4,1.62,0.984,1.018,0.31801532,1.135325527,63.22797249,0.06,3.229730664
335,146.75,-6.97,1,Lmic,0.93,1.13,0.882,0.998,0.014855171,1.146280861,23.93180138,0.02,4.686644163
336,146.8,-6.6667,1,Lmic,2.05,2.26,0.636,0.715,0.01485517,1.29179945,5.578249398,0.01,4.637738036
337,146.58,-6.67,1,Lmic,2.09,2.31,0.588,0.648,0.01485517,1.328449535,18.92431343,0.02,4.672149213
338,146.75,-6.67,1,Lmic,2.07,2.28,0.595,0.675,0.01485517,1.308368397,5.578249398,0.01,4.645904244
339,106.63,-6.62,1,Lmic,1.95,2.17,1.17,1.283,2.602916992,1.231720161,63.22797249,0.06,3.159707815
340,146.83333,-6.41667,1,Lmic,1.73,1.94,0.761,0.875,0.01485517,1.194703102,28.2602575,0.03,4.598639742
341,34.82345,-6.27035,1,Lmic,1.27,1.49,0.366,0.256,0.006638015,1.379967785,364.2359179,0.36,3.291998781
342,150.6667,-6.1,1,Lmic,2.16,2.33,2.166,2.078,0.007947508,1.120254517,59.69578839,0.06,3.644057282
343,141.2667,-5.9,1,Lmic,2.19,2.41,1.536,1.734,0.001397139,1.44839077,228.4600251,0.23,3.574204126
344,23.07,-5.6,1,Lmic,1.74,2.07,0.623,0.576,0.01762817,1.533089924,310.9645938,0.31,0.923365841
345,150.5333,-5.5833,1,Lmic,2.05,2.23,1.626,2.346,0.007947508,1.137915993,59.69578839,0.06,3.636100694
346,144.12,-5.58,1,Lmic,1.23,1.47,0.94,1.04,0.023801102,1.130013561,209.6413816,0.21,4.407276141
347,38.6,-5.15,1,Lmic,1.37,1.57,0.893,1.058,0.062335728,1.257025814,138.3195907,0.14,4.225025795
348,18.8,-5.03333,1,Lmic,1.79,2.08,0.572,0.6,0.081394241,1.288058662,373.5673729,0.37,1.903361124
349,15.35,-4.46667,1,Lmic,1.76,2.01,0.551,0.565,2.143941406,1.93080864,37.17493427,0.04,2.58617275
350,152,-4.33333,1,Lmic,2.3,2.47,0.86,0.954,0.01597986,1.522446728,150.944332,0.15,3.304167699
351,136.98,-4.3,1,Lmic,1.88,2.11,1.076,1.264,0.000511892,1.609342194,111.6868451,0.11,2.538362613
352,137.9833,-4.3,1,Lmic,1.6,1.82,0.897,1.051,0.000317957,1.430287838,111.6868451,0.11,2.583139869
353,39.41667,-4.21667,1,Lmic,1.79,1.99,0.498,0.571,0.001292361,1.241558266,138.3195907,0.14,3.74822355
354,15.55,-4.2,1,Lmic,1.76,2.01,0.558,0.557,0.021388971,1.383874512,37.17493427,0.04,2.586662362
355,142.8,-4.2,1,Lmic,2.15,2.35,0.834,1.044,0.00761179,1.098815155,8.236340181,0.01,3.795799532
356,142.7269,-4.1886,1,Lmic,2.13,2.33,0.835,1.041,0.00761179,1.166800976,8.236340181,0.01,3.771504284
357,29.53333,-4.16666,1,Lmic,1.58,1.92,0.482,0.368,0.198629395,1.309943581,20.7936324,0.02,3.350026803
358,153.5986,-4.0992,1,Lmic,2.27,2.43,1.106,1.126,0.01158385,1.167452908,153.474731,0.15,2.848727116
359,122,-4.08333,1,Lmic,2.07,2.29,0.68,0.699,0.037325504,1.237366962,20.80405416,0.02,2.608491676
360,121.82806,-4.01028,1,Lmic,2,2.22,0.692,0.711,0.044320183,1.176438427,20.80405416,0.02,2.683987623
361,29.56666,-3.98333,1,Lmic,1.29,1.63,0.529,0.412,0.146278366,1.219910431,20.7936324,0.02,3.360984397
362,114.75,-3.8,1,Lmic,2.18,2.41,1.051,0.988,0.145997635,1.54287262,366.9807522,0.37,2.344790312
363,121.58,-3.76111,1,Lmic,1.73,1.95,0.747,0.791,0.019180197,1.402856159,39.18477393,0.04,2.84041125
364,143.7833,-3.7333,1,Lmic,2.02,2.23,0.574,0.775,0.007611791,1.592108917,121.2174846,0.12,4.031279212
365,128.02,-3.67,1,Lmic,2.09,2.29,1.178,1.057,0.101563072,1.158714867,28.18527531,0.03,3.173475623
366,128.27,-3.63,1,Lmic,2.28,2.48,1.606,1.452,0.190449081,1.466391357,28.18527531,0.03,3.159967077
367,128.45,-3.4,1,Lmic,2.17,2.37,1.11,1.009,0.097012589,1.140811539,18.584755,0.02,3.190668234
368,129.49167,-3.28333,1,Lmic,2.2,2.4,1.492,1.476,0.006988435,1.58680172,116.0921125,0.12,3.10835375
369,128.45,-3.23333,1,Lmic,2.14,2.34,0.829,0.755,0.010979649,1.182824707,18.584755,0.02,3.224167033
370,29.53,-3.17,1,Lmic,1.21,1.55,0.58,0.497,0.3324841,1.096897411,90.80869083,0.09,3.32780232
371,152.62,-3.13,1,Lmic,2.23,2.4,0.901,1.001,0.01158385,1.192072201,150.944332,0.15,3.23888647
372,23.65501,-2.87623,1,Lmic,1.86,2.12,0.612,0.656,0.01190732,1.303147602,310.9645938,0.31,1.315362833
373,10.52583,-2.80417,1,Lmic,1.78,2,0.744,0.992,0.002197766,1.439862251,15.26274971,0.02,3.146221314
374,150.9,-2.77,1,Lmic,2.28,2.45,0.984,1.028,0.01158385,1.466391357,78.36406212,0.08,3.50372824
375,10.44717,-2.692,1,Lmic,1.73,1.95,0.771,1.03,0.0027585,1.339229584,15.26274971,0.02,3.18171386
376,28.67,-2.63,1,Lmic,1.3,1.63,0.541,0.536,0.127463501,1.175030804,113.0838642,0.11,2.928829087
377,121.375,-2.625,1,Lmic,2.03,2.27,0.734,0.827,0.041789177,1.16258955,12.72760002,0.01,3.277029691
378,121.42,-2.52,1,Lmic,2.02,2.25,0.675,0.762,0.002130877,1.492852116,12.72760002,0.01,3.298259436
379,15.48333,-2.51666,1,Lmic,1.82,2.1,0.669,0.69,0.001685448,1.438328648,163.7886572,0.16,2.327216124
380,150.03333,-2.5,1,Lmic,2.28,2.46,1.084,1.167,0.01158385,1.290719128,24.11959407,0.02,3.451235668
381,150.25,-2.5,1,Lmic,2.15,2.32,1.047,1.124,0.01158385,1.240311337,24.11959407,0.02,3.447270915
382,121.33,-2.43,1,Lmic,1.97,2.2,0.675,0.774,0.0027088,1.141683292,7.914905971,0.01,3.354907719
383,121.375,-2.375,1,Lmic,1.81,2.04,0.666,0.766,0.008940502,1.141790581,7.914905971,0.01,3.35961826
384,13.66056,-2.32444,1,Lmic,1.72,1.95,0.728,0.802,0.001797177,1.458859444,50.87162498,0.05,2.561040871
385,121,-2.25,1,Lmic,1.53,1.76,0.704,0.834,0.002607833,1.338189411,41.85289081,0.04,3.513073842
386,101.53,-2.15,1,Lmic,1.75,1.97,0.777,0.818,0.132513016,1.279192066,100.2473399,0.1,1.107452303
387,146.73,-2.12,1,Lmic,2.2,2.36,0.994,1.086,0.019835831,1.206767941,31.56977869,0.03,3.824878212
388,14.0675,-2.11666,1,Lmic,1.79,2.03,0.737,0.784,0.004931828,1.484160519,50.87162498,0.05,2.506393371
389,125.97472,-2.08186,1,Lmic,2.2,2.4,0.691,0.596,0.256593475,1.53599968,288.3988523,0.29,3.515582276
390,147,-2.0333,1,Lmic,2.17,2.33,0.966,1.038,0.019835831,1.365026665,31.56977869,0.03,3.753463749
391,9.875,-1.94333,1,Lmic,1.84,2.05,0.84,1.157,0.000767792,1.766878319,104.9484498,0.1,3.484150516
392,11.86667,-1.86667,1,Lmic,1.53,1.76,0.856,0.953,0.003285753,1.299921131,182.1780023,0.18,3.063105313
393,102.37575,-1.53572,1,Lmic,2.2,2.43,0.999,1.065,0.015244029,1.353611088,29.39554552,0.03,1.304085532
394,102.12,-1.47,1,Lmic,2.2,2.43,0.974,1.013,0.453060028,1.647189903,29.39554552,0.03,1.39646478
395,31.82,-1.33,1,Lmic,1.45,1.77,0.898,0.836,0.079255585,1.555425262,3.330359363,0,3.85527488
396,31.79027,-1.32666,1,Lmic,1.42,1.74,0.868,0.808,0.079255577,1.192520809,3.330359363,0,3.857537165
397,132.22,-1.22,1,Lmic,2.19,2.4,1.079,1.31,0.020972181,1.434406853,380.903992,0.38,3.103819701
398,31.52,-1.13,1,Lmic,1.37,1.7,0.621,0.569,0.079255577,1.406560993,37.21116821,0.04,3.831832676
399,100.78,-1.08,1,Lmic,1.25,1.48,0.679,0.68,0.226740082,1.278064632,145.4985976,0.15,1.907650859
400,116.93956,-0.99072,1,Lmic,2.27,2.47,0.724,0.877,0.031166166,1.3638484,59.44224634,0.06,3.649290351
401,8.83333,-0.83333,1,Lmic,2.06,2.23,0.829,1.399,0.013587831,1.557104015,161.5878158,0.16,3.960595635
402,114.2787,-0.54,1,Lmic,2.16,2.39,1.105,1.263,0.002200277,1.455552483,60.15805015,0.06,2.119628097
403,117.15,-0.5,1,Lmic,2.31,2.51,0.622,0.737,0.083018181,1.574417877,59.44224634,0.06,3.479779938
404,31.88333,-0.3,1,Lmic,1.5,1.83,0.622,0.56,0.055471848,1.663911057,93.22886884,0.09,3.755113029
405,12.55667,-0.18667,1,Lmic,1.87,2.09,0.664,0.68,0.001412319,1.218262768,104.9300635,0.1,3.523580266
406,11.61667,-0.11667,1,Lmic,1.98,2.2,0.728,0.796,0.001294724,1.367110825,99.95464616,0.1,3.761441459
407,114.1,-0.03,1,Lmic,1.98,2.21,1.111,1.295,0.000712567,1.283847237,6.679169753,0.01,2.082149505
408,114.1,0.03,1,Lmic,2.03,2.27,1.13,1.318,0.000713516,1.204524517,6.679169753,0.01,2.082545862
409,18.28,0.07,1,Lmic,2.03,2.3,0.581,0.529,0.266297729,2.100218391,346.3642484,0.35,1.146442791
410,32.45,0.31666,1,Lmic,1.53,1.86,0.428,0.403,0.314368805,1.578765297,93.22886884,0.09,3.797956175
411,9.36667,0.51667,1,Lmic,2.14,2.34,1.296,2.181,0.004592429,1.54519043,10.93019507,0.01,4.205905695
412,25.18333,0.51667,1,Lmic,2.01,2.25,0.6,0.582,0.2706604,1.68427906,86.2478837,0.09,2.425403152
413,9.42587,0.595,1,Lmic,2.12,2.32,1.312,2.193,0.004592429,1.390613747,7.623554494,0.01,4.220744468
414,9.46667,0.65,1,Lmic,2.12,2.32,1.309,2.184,0.004592429,1.616496277,7.623554494,0.01,4.231147494
415,124.45,0.73,1,Lmic,1.58,1.8,0.739,0.695,0.016548666,1.300281906,356.1182734,0.36,3.077682298
416,112,0.75,1,Lmic,2.2,2.43,1.041,1.209,0.008134234,1.431147957,36.12613868,0.04,1.607118532
417,24.45,0.76667,1,Lmic,1.92,2.2,0.605,0.593,0.024546429,1.332453442,86.2478837,0.09,2.53472706
418,11.57,0.78,1,Lmic,1.73,1.96,0.696,0.778,0.001452707,1.392765903,99.95464616,0.1,4.100993896
419,14.0185,0.8765,1,Lmic,1.74,1.95,0.634,0.63,0.001177934,1.523681355,168.3178946,0.17,2.968590802
420,111.82,1.02,1,Lmic,2.14,2.37,1.036,1.203,0.011977805,1.335491276,36.12613868,0.04,1.606371039
421,110.57,1.17,1,Lmic,2.23,2.44,1.212,1.364,0.040703289,1.45336113,69.7167491,0.07,1.37383365
422,112.17,1.33,1,Lmic,1.93,2.17,1.015,1.158,0.003909583,1.53035574,35.70381547,0.04,1.752731006
423,103.82,1.35,1,Lmic,2.21,2.41,0.835,0.93,3.007176758,1.394836521,40.96822521,0.04,2.437887786
424,109.98,1.38,1,Lmic,2.22,2.43,1.591,1.635,0.045847439,1.581838894,69.7167491,0.07,1.31472125
425,103.55,1.6,1,Lmic,2.02,2.22,0.778,0.869,0.295208588,1.175987244,40.96822521,0.04,2.67025494
426,11.06,1.64,1,Lmic,1.71,1.93,0.8,1.001,0.02259355,1.555046654,111.3219318,0.11,4.436952791
427,112.15,1.65,1,Lmic,2.05,2.29,1.008,1.169,0.010632879,1.287408829,35.70381547,0.04,1.822299685
428,99,1.83,1,Lmic,1.65,1.88,0.823,0.964,0.046525177,1.195343971,260.9077776,0.26,2.686655627
429,9.74935,1.83104,1,Lmic,1.97,2.16,0.968,1.632,0.034897751,1.517515182,8.106124181,0.01,4.291155966
430,9.8,1.88333,1,Lmic,1.96,2.15,0.953,1.598,0.034897751,1.725487518,8.106124181,0.01,4.286303684
431,114.88,1.9,1,Lmic,1.94,2.18,1.176,1.318,0.000682158,1.244485378,202.787928,0.2,2.485178066
432,15.03,2,1,Lmic,1.87,2.12,0.594,0.596,0.001717532,1.779179382,137.0657888,0.14,2.376921979
433,112.93,2.02,1,Lmic,2.2,2.42,1.165,1.371,0.003758587,1.589659882,24.42300858,0.02,2.074344762
434,111.33,2.1,1,Lmic,2.23,2.45,1.055,1.231,0.038250401,1.466391357,99.66460242,0.1,1.751019893
435,113.08,2.18,1,Lmic,2.18,2.41,1.181,1.386,0.003744012,1.254569912,24.42300858,0.02,2.143301519
436,102.25,2.25,1,Lmic,2.24,2.44,0.664,0.726,3.057861572,1.381983948,67.3427601,0.07,3.269606107
437,10.13972,2.32194,1,Lmic,1.99,2.18,1.027,1.654,0.01085153,1.826282883,61.78469115,0.06,4.236137373
