,Long,Lat,OBS,Species,mTcm,mTcm70,Pwq,Pwq70,Pop,CTI,nLmic,NN,CoH
7444,0.45,51.75,0,Quad,0.03,0.29,0.162,0.172,0.458229218,1.490129852,4887.138329,4.89,0.945099892
7445,4.05,51.75,0,Quad,0.06,0.36,0.227,0.217,0.147043304,1.902716255,4821.45093,4.82,1.187890114
7446,4.95,51.75,0,Quad,-0.03,0.28,0.223,0.226,0.365118317,1.541070652,4810.108501,4.81,1.048235602
7447,5.85,51.75,0,Quad,-0.05,0.28,0.217,0.234,0.250369904,1.592996025,4800.830511,4.8,0.908056068
7448,6.75,51.75,0,Quad,-0.06,0.29,0.227,0.246,0.450616669,1.470770168,4793.628948,4.79,0.767366152
7449,7.65,51.75,0,Quad,-0.1,0.27,0.232,0.249,0.243897217,1.546409702,4788.51318,4.79,0.626180497
7450,8.55,51.75,0,Quad,-0.13,0.26,0.235,0.254,0.233411697,1.516422272,4785.489896,4.79,0.428277841
7451,9.45,51.75,0,Quad,-0.31,0.09,0.254,0.271,0.117413498,1.413282681,4784.563063,4.78,0.228805145
7452,10.35,51.75,0,Quad,-0.44,-0.05,0.295,0.31,0.134393906,1.195868492,4785.733899,4.79,0.030260503
7453,11.25,51.75,0,Quad,-0.27,0.11,0.187,0.192,0.145736526,1.774408722,4789.000865,4.79,-0.167335918
7454,12.15,51.75,0,Quad,-0.23,0.18,0.173,0.175,0.146157196,1.741412735,4794.359676,4.79,-0.367723025
7455,13.05,51.75,0,Quad,-0.29,0.14,0.193,0.192,0.08664341,1.562917042,4801.803329,4.8,-0.592778712
7456,13.95,51.75,0,Quad,-0.33,0.11,0.199,0.198,0.117899704,1.528603363,4811.322147,4.81,-0.816656127
7457,14.85,51.75,0,Quad,-0.4,0.06,0.196,0.195,0.027395735,1.746680832,4822.903843,4.82,-1.039331715
7458,15.75,51.75,0,Quad,-0.5,-0.01,0.201,0.203,0.094914162,1.377708435,4836.533598,4.84,-1.260781853
7459,16.65,51.75,0,Quad,-0.63,-0.12,0.207,0.213,0.07031012,1.468646622,4852.194153,4.85,-1.44269213
7460,17.55,51.75,0,Quad,-0.57,-0.04,0.207,0.222,0.154312653,1.433989334,4869.865916,4.87,-1.548778428
7461,18.45,51.75,0,Quad,-0.61,-0.06,0.204,0.226,0.067129738,1.696968079,4889.52708,4.89,-1.760724347
7462,19.35,51.75,0,Quad,-0.71,-0.15,0.216,0.243,1.809596802,1.529560757,4911.153753,4.91,-2.019108118
7463,20.25,51.75,0,Quad,-0.76,-0.18,0.217,0.245,0.143535568,1.35626297,4934.720092,4.93,-2.27437308
7464,21.15,51.75,0,Quad,-0.7,-0.11,0.206,0.233,0.037657078,1.448477459,4960.198451,4.96,-2.526492137
7465,22.05,51.75,0,Quad,-0.85,-0.24,0.212,0.24,0.060788486,1.407043839,4987.559528,4.99,-2.775438056
7466,22.95,51.75,0,Quad,-0.74,-0.19,0.21,0.236,0.037427418,1.728594208,5016.772519,5.02,-3.021183455
7467,23.85,51.75,0,Quad,-0.79,-0.15,0.2,0.223,0.021075029,1.621808815,5047.805272,5.05,-3.263700794
7468,24.75,51.75,0,Quad,-0.8,-0.15,0.213,0.236,0.03533831,1.50320015,5080.62444,5.08,-3.502962361
7469,25.65,51.75,0,Quad,-0.82,-0.16,0.22,0.238,0.024771709,1.893230057,5115.195639,5.12,-3.738940262
7470,26.55,51.75,0,Quad,-0.86,-0.18,0.234,0.25,0.028231102,1.874958229,5151.483595,5.15,-4.011098396
7471,27.45,51.75,0,Quad,-0.88,-0.2,0.243,0.26,0.026274179,1.563606739,5189.452296,5.19,-4.263865366
7472,28.35,51.75,0,Quad,-0.91,-0.21,0.246,0.261,0.009665874,1.869344139,5229.065128,5.23,-4.424794156
7473,29.25,51.75,0,Quad,-0.93,-0.22,0.244,0.258,0.007620883,1.519775486,5270.28502,5.27,-4.584614041
7474,30.15,51.75,0,Quad,-0.95,-0.23,0.237,0.25,0.008538848,1.581838894,5313.074566,5.31,-4.743307649
7475,31.05,51.75,0,Quad,-0.97,-0.24,0.227,0.236,0.01827952,1.512524128,5357.396158,5.36,-4.900857575
7476,31.95,51.75,0,Quad,-0.98,-0.24,0.215,0.222,0.02505493,1.591761398,5403.212093,5.4,-5.057184239
7477,32.85,51.75,0,Quad,-1.02,-0.29,0.215,0.219,0.02416589,1.781959152,5450.484689,5.45,-5.2112019
7478,33.75,51.75,0,Quad,-1.07,-0.35,0.215,0.218,0.01934742,1.379826832,5499.176379,5.5,-5.364003002
7479,34.65,51.75,0,Quad,-1.12,-0.39,0.216,0.218,0.01413945,1.465474987,5549.249809,5.55,-5.515572035
7480,35.55,51.75,0,Quad,-1.17,-0.43,0.211,0.215,0.032517151,1.578742886,5600.667918,5.6,-5.66589344
7481,36.45,51.75,0,Quad,-1.2,-0.46,0.209,0.211,0.02699177,1.30980463,5653.394016,5.65,-5.793719396
7482,37.35,51.75,0,Quad,-1.22,-0.49,0.208,0.21,0.015252238,1.58792963,5707.391852,5.71,-5.881343816
7483,38.25,51.75,0,Quad,-1.23,-0.52,0.206,0.206,0.016692202,1.336493683,5762.625677,5.76,-5.983361528
7484,39.15,51.75,0,Quad,-1.2,-0.51,0.198,0.198,0.039416367,1.369528484,5819.060296,5.82,-6.085030987
7485,40.05,51.75,0,Quad,-1.26,-0.58,0.178,0.178,0.019853098,1.587106895,5750.233962,5.75,-6.186342367
7486,40.95,51.75,0,Quad,-1.31,-0.61,0.163,0.163,0.024183821,1.504673958,5672.908142,5.67,-6.287285829
7487,41.85,51.75,0,Quad,-1.34,-0.63,0.159,0.157,0.019409811,1.351410675,5596.307537,5.6,-6.387851513
7488,42.75,51.75,0,Quad,-1.35,-0.64,0.157,0.155,0.01197423,1.524627686,5520.462335,5.52,-6.488029537
7489,43.65,51.75,0,Quad,-1.42,-0.74,0.162,0.161,0.012790581,1.777715111,5445.404101,5.45,-6.587809987
7490,44.55,51.75,0,Quad,-1.49,-0.82,0.16,0.157,0.006878471,1.404114342,5371.165827,5.37,-6.677806828
7491,45.45,51.75,0,Quad,-1.56,-0.9,0.152,0.152,0.01799991,1.261453629,5297.781984,5.3,-6.701479293
7492,46.35,51.75,0,Quad,-1.33,-0.65,0.132,0.138,0.010529277,2.103180504,5225.28857,5.23,-6.717192004
7493,47.25,51.75,0,Quad,-1.44,-0.77,0.163,0.169,0.01196,1.692751122,5153.723161,5.15,-6.737742245
7494,48.15,51.75,0,Quad,-1.52,-0.84,0.136,0.14,0.005879514,1.578925419,5083.124953,5.08,-6.758701956
7495,49.05,51.75,0,Quad,-1.64,-0.97,0.131,0.13,0.008135401,1.734778404,5013.534805,5.01,-6.780068829
7496,49.95,51.75,0,Quad,-1.67,-1.01,0.126,0.126,0.005054235,1.503919983,4944.995276,4.94,-6.801840576
7497,50.85,51.75,0,Quad,-1.75,-1.09,0.126,0.126,0.008580178,1.389198685,4877.550657,4.88,-6.824014932
7498,51.75,51.75,0,Quad,-1.76,-1.11,0.12,0.122,0.005056117,1.336701202,4811.246993,4.81,-6.846589649
7499,52.65,51.75,0,Quad,-1.74,-1.09,0.115,0.119,0.007826028,1.509787941,4746.132102,4.75,-6.869562502
7500,53.55,51.75,0,Quad,-1.79,-1.15,0.114,0.122,0.008179112,1.388024235,4682.25558,4.68,-6.892931279
7501,54.45,51.75,0,Quad,-1.78,-1.15,0.111,0.121,0.01122159,1.363177013,4619.668797,4.62,-6.915283625
7502,55.35,51.75,0,Quad,-1.78,-1.16,0.109,0.121,0.009197212,2.058530807,4558.424876,4.56,-6.91005141
7503,56.25,51.75,0,Quad,-1.9,-1.28,0.115,0.127,0.009927925,1.540917397,4498.578665,4.5,-6.905128112
7504,57.15,51.75,0,Quad,-2.06,-1.45,0.126,0.139,0.007360157,1.288515472,4440.186679,4.44,-6.90211135
7505,58.05,51.75,0,Quad,-2.16,-1.56,0.127,0.143,0.004038556,1.497921181,4383.307035,4.38,-6.900899333
7506,58.95,51.75,0,Quad,-2.17,-1.58,0.12,0.138,0.008512645,1.488402843,4327.999362,4.33,-6.900129136
7507,59.85,51.75,0,Quad,-2.3,-1.71,0.124,0.148,0.004854899,1.456196594,4274.324681,4.27,-6.899800955
7508,60.75,51.75,0,Quad,-2.27,-1.68,0.12,0.15,0.003509421,1.401077271,4222.345268,4.22,-6.899915
7509,61.65,51.75,0,Quad,-2.19,-1.62,0.113,0.139,0.002506481,1.492852116,4172.124487,4.17,-6.900987969
7510,62.55,51.75,0,Quad,-2.14,-1.56,0.109,0.129,0.002506481,1.541070652,4123.72659,4.12,-6.903633363
7511,63.45,51.75,0,Quad,-2.06,-1.5,0.103,0.116,0.005676425,1.708125305,4075.221836,4.08,-6.887404996
7512,64.35,51.75,0,Quad,-1.92,-1.36,0.096,0.105,0.001595398,1.499405956,4024.550783,4.02,-6.849822546
7513,65.25,51.75,0,Quad,-1.91,-1.36,0.1,0.111,0.003432799,1.363227463,3975.759059,3.98,-6.813304172
7514,66.15,51.75,0,Quad,-1.93,-1.38,0.101,0.115,0.00538625,1.610385323,3928.916678,3.93,-6.777853945
7515,67.05,51.75,0,Quad,-2.08,-1.53,0.106,0.124,0.0045224,1.588833904,3884.09417,3.88,-6.743475982
7516,67.95,51.75,0,Quad,-2.18,-1.65,0.107,0.124,0.003560169,1.413543129,3841.362242,3.84,-6.742095389
7517,68.85,51.75,0,Quad,-2.21,-1.69,0.113,0.13,0.003368485,2.070825768,3800.791405,3.8,-6.744576462
7518,69.75,51.75,0,Quad,-2.17,-1.67,0.12,0.137,0.00575716,1.777440071,3762.451571,3.76,-6.748304298
7519,70.65,51.75,0,Quad,-2.19,-1.71,0.129,0.147,0.008094877,1.777440071,3726.411603,3.73,-6.753278386
7520,71.55,51.75,0,Quad,-2.16,-1.67,0.129,0.15,0.008094877,1.463796139,3692.738838,3.69,-6.757508638
7521,72.45,51.75,0,Quad,-2.11,-1.59,0.125,0.149,0.003591756,1.409562206,3661.498588,3.66,-6.75456277
7522,73.35,51.75,0,Quad,-2.1,-1.55,0.125,0.148,0.003591756,1.557988358,3632.753608,3.63,-6.765856147
7523,74.25,51.75,0,Quad,-2.13,-1.57,0.122,0.146,0.001169676,1.506413269,3606.563563,3.61,-6.782052235
7524,75.15,51.75,0,Quad,-2.14,-1.61,0.116,0.14,0.125708778,1.667447472,3582.984479,3.58,-6.79963894
7525,76.05,51.75,0,Quad,-2.12,-1.61,0.109,0.134,0.001169676,1.567039871,3562.068206,3.56,-6.81861429
7526,76.95,51.75,0,Quad,-2.13,-1.63,0.106,0.133,0.004039865,1.751078987,3543.861894,3.54,-6.838976361
7527,77.85,51.75,0,Quad,-2.12,-1.63,0.103,0.13,0.003251544,1.517638111,3528.407492,3.53,-6.86072327
7528,78.75,51.75,0,Quad,-2.11,-1.63,0.105,0.133,0.003251544,1.494291973,3515.74129,3.52,-6.884600356
7529,79.65,51.75,0,Quad,-2.11,-1.64,0.108,0.138,0.007090009,1.86233387,3505.893509,3.51,-6.903729927
7530,80.55,51.75,0,Quad,-2.12,-1.66,0.119,0.153,0.003253621,1.922310638,3498.887947,3.5,-6.912095336
7531,81.45,51.75,0,Quad,-2.1,-1.64,0.136,0.18,0.007375347,1.565553856,3494.741695,3.49,-6.921730791
7532,82.35,51.75,0,Quad,-2.01,-1.61,0.174,0.239,0.006005508,1.324598026,3493.464935,3.49,-6.932634872
7533,83.25,51.75,0,Quad,-1.93,-1.56,0.188,0.259,0.007031459,1.44351902,3495.060812,3.5,-6.943966928
7534,84.15,51.75,0,Quad,-1.9,-1.56,0.194,0.257,0.004069646,1.288947964,3499.525395,3.5,-6.944829712
7535,85.05,51.75,0,Quad,-2.07,-1.75,0.225,0.281,0.006762099,1.381834888,3506.847729,3.51,-6.946379438
7536,85.95,51.75,0,Quad,-2.15,-1.84,0.239,0.278,0.015440764,1.210424614,3517.009963,3.52,-6.948616196
7537,86.85,51.75,0,Quad,-2.05,-1.72,0.239,0.273,0.002418168,1.306263256,3529.987571,3.53,-6.937236762
7538,87.75,51.75,0,Quad,-2.35,-2.01,0.255,0.296,0.001336169,1.122262096,3545.749641,3.55,-6.925392132
7539,88.65,51.75,0,Quad,-2.68,-2.34,0.218,0.255,0.001698965,1.23652916,3564.259231,3.56,-6.905666932
7540,89.55,51.75,0,Quad,-2.73,-2.39,0.196,0.227,0.001698965,1.179125118,3585.47379,3.59,-6.885582202
7541,90.45,51.75,0,Quad,-3.14,-2.8,0.236,0.268,0.004790808,1.128468609,3609.345622,3.61,-6.866619512
7542,91.35,51.75,0,Quad,-3.25,-2.9,0.243,0.27,0.001500521,1.237903404,3635.822387,3.64,-6.848781077
7543,92.25,51.75,0,Quad,-3.24,-2.88,0.224,0.244,0.002240071,1.088807297,3664.847627,3.66,-6.83206915
7544,93.15,51.75,0,Quad,-3.43,-3.05,0.28,0.303,0.003155966,1.433567238,3696.361307,3.7,-6.809417228
7545,94.05,51.75,0,Quad,-3.49,-3.1,0.276,0.292,0.001426099,1.332121086,3730.300361,3.73,-6.782367418
7546,94.95,51.75,0,Quad,-3.46,-3.08,0.236,0.243,0.000522716,1.172666073,3754.398353,3.75,-6.756451554
7547,95.85,51.75,0,Quad,-3.6,-3.23,0.233,0.237,0.000522716,1.31568985,3778.38362,3.78,-6.731671802
7548,96.75,51.75,0,Quad,-3.83,-3.47,0.266,0.275,0.000466691,1.092692661,3804.856587,3.8,-6.708030366
7549,97.65,51.75,0,Quad,-3.77,-3.41,0.238,0.257,0.000522716,1.406553459,3832.906069,3.83,-6.685529494
7550,98.55,51.75,0,Quad,-3.8,-3.45,0.241,0.272,0.001220108,1.708215714,3830.718268,3.83,-6.664171479
7551,99.45,51.75,0,Quad,-3.71,-3.37,0.232,0.265,0.001220108,1.260256195,3831.150094,3.83,-6.63513813
7552,100.35,51.75,0,Quad,-3.59,-3.26,0.29,0.33,0.001166277,1.083337402,3834.200663,3.83,-6.584472146
7553,101.25,51.75,0,Quad,-3.12,-2.79,0.253,0.289,0.002128127,1.0777565,3839.863734,3.84,-6.553916894
7554,102.15,51.75,0,Quad,-2.72,-2.39,0.232,0.267,0.002128127,1.397170448,3848.127773,3.85,-6.525090528
7555,103.05,51.75,0,Quad,-2.68,-2.34,0.384,0.446,0.002128127,1.19054985,3858.976069,3.86,-6.497995451
7556,103.95,51.75,0,Quad,-2.47,-2.12,0.311,0.364,0.007710138,1.477795696,3872.386904,3.87,-6.472634135
7557,104.85,51.75,0,Quad,-2.5,-2.13,0.285,0.336,0.037740824,1.806401634,3888.333763,3.89,-6.449009118
7558,105.75,51.75,0,Quad,-2.63,-2.25,0.268,0.316,0.037740824,1.980371857,3884.226936,3.88,-6.427123013
7559,106.65,51.75,0,Quad,-2.96,-2.57,0.287,0.339,0.006825381,1.176013565,3872.460078,3.87,-6.387757948
7560,107.55,51.75,0,Quad,-2.94,-2.56,0.183,0.214,0.004810331,1.455375004,3863.256439,3.86,-6.344733032
7561,108.45,51.75,0,Quad,-2.98,-2.62,0.203,0.232,0.008141297,1.597492313,3856.63437,3.86,-6.303053931
7562,109.35,51.75,0,Quad,-3.08,-2.72,0.238,0.267,0.008141297,1.362612724,3852.607181,3.85,-6.262725069
7563,110.25,51.75,0,Quad,-3.05,-2.68,0.23,0.255,0.002613115,1.329565239,3851.183015,3.85,-6.223750911
7564,111.15,51.75,0,Quad,-3.14,-2.77,0.247,0.272,0.002272649,1.335847092,3852.364757,3.85,-6.186135968
7565,112.05,51.75,0,Quad,-3.16,-2.79,0.251,0.272,0.002272649,1.543492889,3856.150011,3.86,-6.149884794
7566,112.95,51.75,0,Quad,-3.17,-2.8,0.259,0.28,0.001817788,1.257140636,3862.531125,3.86,-6.114026754
7567,113.85,51.75,0,Quad,-3.19,-2.82,0.258,0.279,0.004177932,1.212888432,3871.495261,3.87,-6.074953808
7568,114.75,51.75,0,Quad,-3.27,-2.91,0.259,0.281,0.004177932,1.618983459,3883.024531,3.88,-6.037265324
7569,115.65,51.75,0,Quad,-3.41,-3.05,0.259,0.283,0.008273273,1.664693451,3888.83311,3.89,-5.98731427
7570,116.55,51.75,0,Quad,-3.55,-3.2,0.259,0.284,0.002000595,1.236569023,3896.245045,3.9,-5.917088074
7571,117.45,51.75,0,Quad,-3.59,-3.24,0.257,0.279,0.002609964,1.160315132,3887.494274,3.89,-5.848763476
7572,118.35,51.75,0,Quad,-3.55,-3.2,0.262,0.282,0.000655299,1.889411354,3877.090522,3.88,-5.782348123
7573,119.25,51.75,0,Quad,-3.64,-3.28,0.295,0.322,0.001421483,1.166380119,3869.253829,3.87,-5.729906575
7574,120.15,51.75,0,Quad,-3.63,-3.26,0.302,0.336,0.001421483,1.21629467,3863.999813,3.86,-5.684386069
7575,121.05,51.75,0,Quad,-3.75,-3.37,0.317,0.36,0.003118915,1.196301746,3861.339017,3.86,-5.640918292
7576,121.95,51.75,0,Quad,-3.76,-3.39,0.32,0.366,0.007795019,1.302405357,3861.276802,3.86,-5.599507874
7577,122.85,51.75,0,Quad,-3.82,-3.46,0.345,0.395,0.007733548,1.241811466,3863.813293,3.86,-5.523657297
7578,123.75,51.75,0,Quad,-3.77,-3.42,0.354,0.402,0.001939936,1.228568459,3868.943379,3.87,-5.430849153
7579,124.65,51.75,0,Quad,-3.57,-3.23,0.332,0.37,0.001939936,1.173532295,3876.656765,3.88,-5.340465693
7580,125.55,51.75,0,Quad,-3.46,-3.12,0.322,0.351,0.001939936,1.304171562,3886.938069,3.89,-5.329600405
7581,126.45,51.75,0,Quad,-3.34,-3.01,0.305,0.326,0.001939936,1.314822769,3899.766984,3.9,-5.333045886
7582,127.35,51.75,0,Quad,-3.3,-2.99,0.328,0.348,0.001137546,1.401340294,3915.118464,3.92,-5.339015464
7583,128.25,51.75,0,Quad,-3.37,-3.08,0.338,0.356,0.001963249,1.398150539,3932.962971,3.93,-5.347507354
7584,129.15,51.75,0,Quad,-3.55,-3.28,0.339,0.355,0.000654985,1.423925018,3953.266746,3.95,-5.309251551
7585,130.05,51.75,0,Quad,-3.73,-3.48,0.348,0.367,0.000654985,1.461717319,3975.992113,3.98,-5.263281279
7586,130.95,51.75,0,Quad,-3.82,-3.58,0.378,0.406,0.000654985,1.805433846,4001.09781,4,-5.241511175
7587,131.85,51.75,0,Quad,-4.05,-3.8,0.452,0.489,0.000572008,1.273095417,4028.539336,4.03,-5.231467971
7588,132.75,51.75,0,Quad,-3.8,-3.54,0.427,0.465,0.000572008,1.18253746,4058.269306,4.06,-5.223245683
7589,133.65,51.75,0,Quad,-3.78,-3.5,0.443,0.483,0.000572008,1.121855831,4087.694148,4.09,-5.216844972
7590,134.55,51.75,0,Quad,-3.65,-3.36,0.414,0.445,0.000572008,1.142841816,4114.662635,4.11,-5.212266578
7591,135.45,51.75,0,Quad,-3.68,-3.39,0.395,0.416,0.001208243,1.158045673,4143.878478,4.14,-5.205970467
7592,136.35,51.75,0,Quad,-3.27,-2.98,0.272,0.279,0.001208243,1.662310791,4175.2945,4.18,-5.185230601
7593,137.25,51.75,0,Quad,-3.19,-2.89,0.26,0.266,0.001208243,1.30411129,4208.861435,4.21,-5.167505021
7594,138.15,51.75,0,Quad,-3.35,-3.05,0.317,0.325,0.000680991,1.124419785,4244.528252,4.24,-5.170775791
7595,139.05,51.75,0,Quad,-2.84,-2.55,0.25,0.258,0.000680991,1.222842216,4282.242481,4.28,-5.175674938
7596,139.95,51.75,0,Quad,-2.61,-2.33,0.23,0.234,0.000680991,1.448304176,4321.950526,4.32,-5.160160678
7597,140.85,51.75,0,Quad,-2.56,-2.28,0.238,0.235,0.000680991,1.217621136,4363.597954,4.36,-5.128486163
7598,142.65,51.75,0,Quad,-2.33,-1.95,0.274,0.264,0.001160394,1.495257854,4452.490752,4.45,-5.072257384
7599,157.05,51.75,0,Quad,-1.5,-1.3,0.345,0.366,0.000483173,1.137014008,5383.770121,5.38,-4.638851998
7600,157.95,51.75,0,Quad,-1.09,-0.9,0.325,0.337,0.000509624,2.02372303,5452.351615,5.45,-4.608924801
7601,-126.45,50.85,0,Quad,-0.21,0.03,0.644,0.676,8.34E-05,1.083283043,5826.591098,5.83,-1.388689319
7602,-125.55,50.85,0,Quad,-0.42,-0.17,0.518,0.541,8.35E-05,1.210587502,5741.572055,5.74,-1.485133159
7603,-124.65,50.85,0,Quad,-0.56,-0.29,0.396,0.413,0.00044355,1.12198801,5657.049637,5.66,-1.586839604
7604,-123.75,50.85,0,Quad,-1.74,-1.48,0.26,0.255,0.037740824,1.231665134,5573.046439,5.57,-1.693798177
7605,-122.85,50.85,0,Quad,-1.23,-0.97,0.216,0.215,0.000256161,1.239188194,5489.586297,5.49,-1.80599863
7606,-121.95,50.85,0,Quad,-1.29,-1.04,0.146,0.149,0.000256161,1.232551193,5406.69436,5.41,-1.923430938
7607,-121.05,50.85,0,Quad,-1.11,-0.86,0.113,0.113,0.000357065,1.131855202,5324.397166,5.32,-2.046085295
7608,-120.15,50.85,0,Quad,-1.15,-0.9,0.124,0.115,0.001033399,1.572562027,5242.722723,5.24,-2.173952106
7609,-119.25,50.85,0,Quad,-1.08,-0.83,0.196,0.192,0.002474938,1.141254902,5161.700592,5.16,-2.304943571
7610,-118.35,50.85,0,Quad,-1.35,-1.1,0.303,0.294,0.002200348,0.998924732,5081.361976,5.08,-2.538122598
7611,-117.45,50.85,0,Quad,-1.43,-1.18,0.377,0.368,0.001229324,1.240369511,5001.739813,5,-2.757140286
7612,-116.55,50.85,0,Quad,-1.57,-1.32,0.239,0.236,0.000424598,1.552824402,4922.868866,4.92,-2.95779718
7613,-115.65,50.85,0,Quad,-2.01,-1.75,0.216,0.248,0.000333135,1.212305069,4844.785823,4.84,-3.160800647
7614,-114.75,50.85,0,Quad,-1.88,-1.61,0.214,0.231,0.000169782,1.154977322,4767.529398,4.77,-3.366130533
7615,-113.85,50.85,0,Quad,-1.68,-1.4,0.192,0.194,0.005413517,1.346958256,4691.14043,4.69,-3.573766829
7616,-112.95,50.85,0,Quad,-1.82,-1.54,0.167,0.165,0.002626317,1.423681259,4615.661989,4.62,-3.783689656
7617,-112.05,50.85,0,Quad,-1.95,-1.66,0.149,0.145,0.001097273,1.579877853,4541.139476,4.54,-3.981645852
7618,-111.15,50.85,0,Quad,-2.09,-1.8,0.142,0.141,0.000235029,1.32908392,4467.620729,4.47,-4.086259564
7619,-110.25,50.85,0,Quad,-2.04,-1.73,0.144,0.143,0.000248624,1.758789063,4395.156117,4.4,-4.193236173
7620,-109.35,50.85,0,Quad,-2.07,-1.75,0.153,0.155,0.000328655,1.515382099,4323.798643,4.32,-4.302563649
7621,-108.45,50.85,0,Quad,-1.96,-1.64,0.149,0.152,0.000397781,1.712574577,4253.604025,4.25,-4.414230072
7622,-107.55,50.85,0,Quad,-2,-1.69,0.157,0.161,0.000328939,1.900695229,4184.630782,4.18,-4.528223623
7623,-106.65,50.85,0,Quad,-2.05,-1.75,0.152,0.159,0.000237102,1.705094147,4116.940302,4.12,-4.644532584
7624,-105.75,50.85,0,Quad,-2.19,-1.89,0.164,0.177,0.000378047,1.656421661,4050.596895,4.05,-4.763145327
7625,-104.85,50.85,0,Quad,-2.22,-1.92,0.176,0.195,0.000929478,1.571896362,3985.66783,3.99,-4.866433695
7626,-103.95,50.85,0,Quad,-2.34,-2.04,0.187,0.209,0.004853128,1.378846931,3922.223347,3.92,-4.902620419
7627,-103.05,50.85,0,Quad,-2.43,-2.13,0.187,0.204,0.000719882,1.437431526,3860.336644,3.86,-4.916558387
7628,-102.15,50.85,0,Quad,-2.39,-2.08,0.188,0.206,0.000911435,1.573988724,3800.083829,3.8,-4.93273691
7629,-101.25,50.85,0,Quad,-2.35,-2.03,0.203,0.224,0.000949599,1.523681355,3741.543839,3.74,-4.951154775
7630,-100.35,50.85,0,Quad,-2.43,-2.1,0.225,0.246,3.75E-05,1.532382488,3684.798309,3.68,-4.971810877
7631,-99.45,50.85,0,Quad,-2.4,-2.06,0.209,0.228,0.001203326,1.592996025,3629.931396,3.63,-4.994704219
7632,-98.55,50.85,0,Quad,-2.56,-2.21,0.198,0.215,1.16E-05,1.887301254,3577.029549,3.58,-5.019833913
7633,-97.65,50.85,0,Quad,-2.65,-2.28,0.22,0.236,0.001147653,1.766282845,3526.181211,3.53,-5.03622576
7634,-96.75,50.85,0,Quad,-2.51,-2.13,0.225,0.24,0.037740824,2.030380058,3477.476465,3.48,-5.044085367
7635,-95.85,50.85,0,Quad,-2.48,-2.09,0.228,0.243,5.88E-05,1.442650032,3431.006598,3.43,-5.054176729
7636,-94.95,50.85,0,Quad,-2.54,-2.15,0.246,0.262,2.34E-05,1.407930946,3386.863605,3.39,-5.066497917
7637,-94.05,50.85,0,Quad,-2.59,-2.2,0.261,0.28,2.34E-05,1.360001278,3345.139603,3.35,-5.073196008
7638,-93.15,50.85,0,Quad,-2.48,-2.09,0.273,0.296,2.34E-05,1.384084702,3305.926185,3.31,-5.07834345
7639,-92.25,50.85,0,Quad,-2.54,-2.14,0.282,0.31,2.34E-05,1.609411621,3269.31369,3.27,-5.085705566
7640,-91.35,50.85,0,Quad,-2.62,-2.21,0.283,0.319,2.34E-05,1.466212082,3235.390417,3.24,-5.084663966
7641,-90.45,50.85,0,Quad,-2.7,-2.29,0.288,0.326,7.57E-05,1.701098633,3204.24178,3.2,-5.073984006
7642,-89.55,50.85,0,Quad,-2.76,-2.34,0.284,0.322,7.57E-05,1.569094658,3175.949419,3.18,-5.065546327
7643,-88.65,50.85,0,Quad,-2.76,-2.33,0.278,0.317,7.57E-05,1.565263653,3150.590281,3.15,-5.059350796
7644,-87.75,50.85,0,Quad,-2.71,-2.27,0.273,0.313,7.57E-05,1.34039917,3128.235704,3.13,-5.055397394
7645,-86.85,50.85,0,Quad,-2.72,-2.26,0.273,0.311,7.57E-05,1.436548519,3108.950499,3.11,-5.053686209
7646,-85.95,50.85,0,Quad,-2.69,-2.22,0.265,0.304,2.89E-05,1.957933998,3092.792084,3.09,-5.03182268
7647,-85.05,50.85,0,Quad,-2.65,-2.18,0.257,0.295,2.89E-05,1.557717609,3079.809675,3.08,-4.993925066
7648,-84.15,50.85,0,Quad,-2.64,-2.16,0.248,0.285,2.89E-05,1.673468018,3070.043563,3.07,-4.949070029
7649,-83.25,50.85,0,Quad,-2.63,-2.14,0.253,0.289,2.89E-05,1.718936539,3063.524508,3.06,-4.906642921
7650,-82.35,50.85,0,Quad,-2.57,-2.07,0.257,0.291,2.89E-05,1.752212143,3060.273261,3.06,-4.867443478
7651,-81.45,50.85,0,Quad,-2.56,-2.05,0.258,0.294,2.89E-05,1.828368568,3060.300236,3.06,-4.831474612
7652,-80.55,50.85,0,Quad,-2.59,-2.06,0.263,0.299,2.89E-05,1.614535141,3063.605348,3.06,-4.798739362
7653,-79.65,50.85,0,Quad,-2.59,-2.04,0.267,0.302,2.89E-05,1.601122093,3070.178009,3.07,-4.769240904
7654,-78.75,50.85,0,Quad,-2.63,-2.06,0.283,0.323,6.11E-06,1.465817642,3079.997302,3.08,-4.742982545
7655,-77.85,50.85,0,Quad,-2.67,-2.1,0.303,0.342,6.11E-06,1.392402649,3093.032304,3.09,-4.719967728
7656,-76.95,50.85,0,Quad,-2.64,-2.08,0.313,0.35,6.11E-06,1.373073387,3109.242572,3.11,-4.700200033
7657,-76.05,50.85,0,Quad,-2.63,-2.09,0.322,0.356,6.11E-06,1.456399536,3128.578751,3.13,-4.691554448
7658,-75.15,50.85,0,Quad,-2.64,-2.11,0.324,0.353,6.11E-06,1.518350887,3150.983294,3.15,-4.701422729
7659,-74.25,50.85,0,Quad,-2.7,-2.17,0.322,0.344,6.11E-06,1.512524128,3176.391273,3.18,-4.714265631
